This is a tab delimited file. If you are seeing this in your web browser, you 
probably want to use the "Save target as..." right-click option, or the 
"Download link to disk..." option on macintosh browsers. (Mac users, hold down 
the mouse button over the link until the pop-up menu appears.)
This text file contains the red:green ratios 
from hybridizations done with arrays containing all the elements 
of the yeast genome.  The "i" preceding the element indicates 
that the spot of DNA corresponds to an intergenic segment of DNA 
to the right of the indicated element.  Blanks indicate that the 
spot on the array corresponding to that element did not contain 
usable data.


NAME	FX6	FX4
YCLX02C	0.72	0.73
YCLX03C	1.15	0.9
YCLX04W	0.58	0.6
YCLX05C	1.49	1.31
YCLX06C	0.55	0.64
YCLX07W	0.86	1.03
YCLX08C	1.26	0.94
YCLX09W	0.9	0.87
YCLX10C	0.55	0.58
YCLX11W	1.42	1.37
YCLX12W	0.81	0.75
YCR001W	0.87	0.87
YCR002C	0.82	0.81
YCR003W	1.11	1.06
YCR004C	0.9	0.78
YCR005C	0.93	0.86
YCR006C	1.37	1.13
YCR007C	1.01	1
YCR008W	0.46	0.56
YCR009C	0.73	0.65
YCR010C	0.61	0.75
YCR011C	0.82	1.02
YCR012W	0.84	0.83
YCR013C	0.82	0.81
YCR014C	0.85	0.67
YCR015C	1.15	1.13
YCR016W	0.79	0.82
YCR017C	0.77	0.8
YCR018C	0.81	0.82
YCR019W	1.04	0.96
YCR020C	0.92	0.9
YCR020C-A	0.92	0.9
YCR020W-B	0.77	0.87
YCR021C	0.94	0.75
YCR022C	0.87	0.93
YCR023C	0.53	0.64
YCR024C	0.79	0.73
YCR024C-A	0.69	1.01
YCR025C	1.36	1.69
YCR026C	0.78	0.78
YCR027C	0.8	0.71
YCR028C	0.68	0.53
YCR028C-A	0.88	0.8
YCR029C	1.13	1.12
YCR029C-A	1.13	0.94
YCR030C	0.84	0.78
YCR031C	0.84	0.84
YCR032W	1.02	1.06
YCR033W	0.85	0.81
YCR034W	0.96	0.81
YCR035C		0.76
YCR036W	0.8	0.87
YCR037C	0.67	0.69
YCR038C	0.61	0.57
YCR039C	0.6	0.71
YCR040W	0.94	1.07
YCR041W	0.87	0.93
YCR042C	0.91	0.81
YCR043C	0.79	0.97
YCR044C	1.47	1.39
YCR045C	2.02	1.65
YCR046C	2.99	2.67
YCR047C	2.33	2.26
YCR048W	2.73	2.86
YCR049C	3.36	3.36
YCR050C	2.51	2.37
YCR051W	3.08	2.31
YCR052W	1.75	1.31
YCR053W	1.25	1.07
YCR054C	1.03	0.84
YCR055C	1.02	0.77
YCR056W	1.01	1.12
YCR057C	0.79	0.8
YCR058C	1.3	1.29
YCR059C		
YCR060W	1.72	1.51
YCR061W	3.77	2.61
YCR062W	1.75	1.56
YCR063W	1.57	1.47
YCR064C	1.44	1.4
YCR065W	0.93	0.77
YCR066W	0.81	0.73
YCR067C	0.7	0.67
YCR068W	2.48	1.66
YCR069W	1.17	1.03
YCR070W	1	0.91
YCR071C	0.71	0.79
YCR072C	1.07	1.06
YCR073C	0.81	0.78
YCR073W-A	1.22	1.23
YCR074C	1.51	1.68
YCR075C	1.17	1.27
YCR076C	2.14	2.13
YCR077C	2.35	1.61
YCR079W	2.4	2.08
YCR080W	1.13	0.92
YCR081W	1.35	1.28
YCR082W	1.14	0.98
YCR083W	1.25	1.13
YCR084C	1.12	1.12
YCR085W	1.29	1.32
YCR086W	0.9	0.86
YCR087W	0.64	0.81
YCR088W	0.63	0.53
YCR089W	0.85	1.06
YCR090C	0.95	0.82
YCR091W	0.55	
YCR092C	0.69	0.67
YCR093W	1.19	1.11
YCR094W	1.13	0.94
YCR095C	1.04	0.81
YCR096C	0.91	0.85
YCR097W	0.7	0.82
YCR097WA	1.19	1.14
YCR097W-A	1.1	1.05
YCR097WB	0.95	0.89
YCR098C	0.68	0.72
YCR099C	0.79	0.71
YCR100C	1.01	0.87
YCR101C	1	0.86
YCR102C	1.73	1.33
YCR102W-A	0.68	0.79
YCR103C	0.88	0.88
YCR104W	1.05	1.13
YCR105W	1.07	0.86
YCR106W	0.93	0.92
YCR107W	0.81	0.83
YCRCdelta14	0.74	0.81
YCRCdelta6	1.36	0.68
YCRCtau1		
YCRWdelta11	0.85	1.13
YCRWdelta12	0.97	1.01
YCRWdelta9	1.08	0.94
YCRWomega3	0.78	0.88
YCRX01W	1.15	1
YCRX02C	1.22	0.88
YCRX03C	0.86	0.77
YCRX04W	0.98	0.79
YCRX05W	0.8	0.96
YCRX06W	2.09	1.75
YCRX07W	2.71	2.32
YCRX08W	2.84	2.55
YCRX09C	0.91	0.92
YCRX10W	0.74	0.71
YCRX11W	0.88	0.77
YCRX12W	1.03	0.89
YCRX13W	1.12	1.27
YCRX14W	1.11	1.12
YCRX15W	1.53	1.82
YCRX16C	0.78	0.81
YCRX17W	0.71	0.78
YCRX18C	0.78	0.72
YCRX19W	0.7	0.68
YCRX20C	0.65	0.57
YCRX21C	1.05	0.99
YDL001W	0.91	0.75
YDL002C	0.76	0.74
YDL003W	0.83	0.72
YDL004W	0.94	0.94
YDL005C	0.71	0.6
YDL006W	0.6	0.6
YDL007W	0.76	0.64
YDL008W	1.07	1.07
YDL009C	0.96	0.91
YDL010W	0.8	0.82
YDL011C	0.68	0.68
YDL012C	0.76	0.71
YDL013W	0.81	0.77
YDL014W	1.38	1.18
YDL015C	1.25	0.98
YDL016C	1.04	0.97
YDL017W	1	0.73
YDL018C	0.93	0.8
YDL019C		
YDL020C	0.55	0.76
YDL021W	0.72	0.89
YDL022W	0.76	0.94
YDL023C	1	1.11
YDL024C	0.76	0.96
YDL025C	0.63	0.85
YDL026W	0.69	0.59
YDL027C	0.72	0.57
YDL028C	1.35	1.02
YDL029W	0.66	0.76
YDL030W	0.92	0.85
YDL031W	0.63	0.73
YDL032W	0.99	1.06
YDL033C	0.7	0.73
YDL034W	0.74	0.68
YDL035C	0.62	0.76
YDL036C	0.85	0.97
YDL037C	0.52	0.65
YDL038C	0.5	0.55
YDL039C	0.62	0.63
YDL040C	0.55	0.81
YDL041W	0.45	0.57
YDL042C	0.41	0.49
YDL043C	0.76	0.57
YDL044C	0.86	0.98
YDL045C	0.99	1.02
YDL046W	0.97	0.82
YDL047W	0.94	0.92
YDL048C	1.12	1.06
YDL049C	1.1	1.12
YDL050C	0.96	0.87
YDL051W	0.9	0.8
YDL052C	0.63	0.86
YDL053C	0.75	1.01
YDL054C	0.64	0.7
YDL055C	0.85	0.84
YDL056W	0.66	0.94
YDL057W	0.63	0.74
YDL058W	0.74	0.66
YDL059C	0.95	0.62
YDL060W	0.96	0.9
YDL061C	0.77	0.84
YDL062W	1	0.85
YDL063C	0.89	0.81
YDL064W	1.13	1.11
YDL065C	0.75	0.92
YDL066W	0.86	0.91
YDL067C	0.69	0.85
YDL068W	0.92	1.05
YDL069C	0.88	1.03
YDL070W	0.7	0.89
YDL071C	0.7	0.97
YDL072C	1.18	1.34
YDL073W	0.58	0.74
YDL074C	0.52	0.67
YDL075W	0.79	0.83
YDL076C	1.25	1.24
YDL077C	0.76	0.99
YDL078C	1.1	1.07
YDL079C	1.3	1.19
YDL080C	1.44	1.26
YDL081C	1.47	1.48
YDL082W	1.45	1.22
YDL083C	1.52	0.95
YDL084W	0.84	0.96
YDL085W	0.91	1.11
YDL086W	1.16	1.44
YDL087C	0.94	0.97
YDL088C	0.73	0.97
YDL089W	0.67	0.77
YDL090C	0.65	0.73
YDL091C	0.78	0.64
YDL092W	1.06	0.96
YDL093W	0.78	0.89
YDL094C	0.99	0.86
YDL095W	0.78	0.8
YDL096C	1.02	1.16
YDL097C	1.16	1.08
YDL098C	0.95	0.94
YDL099W	0.93	0.71
YDL100C	0.7	0.82
YDL101C	0.63	0.86
YDL102W	0.51	0.56
YDL103C	0.52	0.57
YDL104C	0.76	0.97
YDL105W	0.67	0.93
YDL106C	0.49	0.61
YDL107W	0.82	0.72
YDL108W	1.1	1.1
YDL109C	1.14	1.09
YDL110C	1.02	1.06
YDL111C	1.23	1.29
YDL112W	1.03	1.06
YDL113C	0.9	0.99
YDL114W	1.11	1.2
YDL115C	1.22	1.02
YDL116W	1.33	0.98
YDL117W	0.9	0.78
YDL118W	0.61	0.65
YDL119C	0.75	0.67
YDL120W	1.03	0.95
YDL121C	0.85	0.88
YDL122W	0.83	0.74
YDL123W	0.66	0.71
YDL124W	2.08	1.35
YDL125C	1.92	1.39
YDL126C	0.89	1
YDL127W	1.25	1
YDL128W	1.3	0.96
YDL129W	1.45	1.21
YDL130W	1.61	1.57
YDL130W-A	0.68	0.8
YDL131W	2.42	1.51
YDL132W	1.28	1.03
YDL133C-A	0.76	0.81
YDL133W	1.01	0.84
YDL134C	1.12	0.75
YDL134C-A	0.61	0.77
YDL135C	1.24	1.05
YDL136W	1	0.9
YDL137W	1.28	0.96
YDL138W	0.58	0.66
YDL139C	1.64	1.44
YDL140C	0.92	0.83
YDL141W	0.88	0.89
YDL142C	1.16	0.88
YDL143W	1.81	1.37
YDL144C	2.49	2.22
YDL145C	0.92	0.86
YDL146W	0.89	0.78
YDL147W	1.08	0.94
YDL148C	0.98	0.74
YDL149W	0.9	0.67
YDL150W	0.98	1.05
YDL151C	1.02	1.05
YDL152W	0.76	0.93
YDL153C	0.77	0.74
YDL154W	0.98	0.81
YDL155W	2.03	1.38
YDL156W	1.12	0.99
YDL157C	0.9	1.04
YDL158C	0.89	0.93
YDL159W	1.63	1.27
YDL160C	1.35	0.94
YDL161W	1.05	1.32
YDL162C	1.07	1
YDL163W	1.2	1.17
YDL164C	1.23	0.89
YDL165W	0.92	0.92
YDL166C	0.81	0.85
YDL167C	1.11	0.94
YDL168W	1.41	1.03
YDL169C	1.42	1.32
YDL170W	1.3	1.17
YDL171C	1.58	1.35
YDL172C	1.14	1.03
YDL173W	1.51	1.33
YDL174C	0.91	0.89
YDL175C	1.13	0.97
YDL176W	1.08	0.76
YDL177C	0.75	0.78
YDL178W	1.02	0.65
YDL179W	1.24	1.02
YDL180W	0.96	0.95
YDL181W	1.14	1.17
YDL182W	1.97	1.52
YDL183C	1.39	1.16
YDL184C	0.81	0.98
YDL185W	0.88	0.69
YDL186W	0.71	0.65
YDL187C	1.12	1.05
YDL188C	0.99	0.77
YDL189W	0.74	0.7
YDL190C	1.03	0.86
YDL191W	1.34	1.14
YDL192W	1.57	1.06
YDL193W	0.99	0.82
YDL194W	0.79	0.58
YDL195W	1.34	1.05
YDL196W	1.28	1.24
YDL197C	0.96	0.8
YDL198C	0.91	0.91
YDL199C	1.07	0.99
YDL200C	0.87	0.82
YDL201W	0.88	0.78
YDL202W	0.89	0.75
YDL203C	1.16	0.95
YDL204W	0.85	0.78
YDL205C	1.09	0.96
YDL206W	1.19	0.86
YDL207W	1.09	0.97
YDL208W	1.05	0.89
YDL209C	0.98	0.89
YDL210W	0.88	0.66
YDL211C	0.55	0.71
YDL212W	0.5	0.57
YDL213C	0.48	0.49
YDL214C	0.41	0.39
YDL215C	0.73	0.78
YDL216C	0.63	0.65
YDL217C	0.7	0.58
YDL218W	0.79	0.66
YDL219W	1.21	1.2
YDL220C	1.12	1.29
YDL221W	1.13	1.18
YDL222C	0.85	0.98
YDL223C	0.9	0.9
YDL224C	0.84	0.76
YDL225W	0.69	0.79
YDL226C	0.87	0.75
YDL227C	0.5	0.8
YDL228C	0.76	0.85
YDL229W	0.7	0.62
YDL230W	0.47	0.36
YDL231C	0.73	0.87
YDL232W	0.65	0.83
YDL233W	0.66	0.79
YDL234C	0.67	0.6
YDL235C	1.12	1.25
YDL236W	0.84	0.87
YDL237W	0.97	0.94
YDL238C	1.07	1.02
YDL239C	0.95	1.13
YDL240W	0.78	0.85
YDL241W	0.99	0.97
YDL242W	0.79	0.72
YDL243C	0.52	0.81
YDL244W	0.72	0.71
YDL245C	0.87	0.57
YDL246C		
YDL247W	0.54	0.79
YDL248W	0.66	0.75
YDR001C	0.7	0.58
YDR002W	0.72	0.59
YDR003W	0.94	1.01
YDR004W	0.84	0.95
YDR005C	1.12	0.74
YDR006C	0.84	0.93
YDR007W	1.24	1.28
YDR008C	0.78	0.9
YDR009W	0.82	0.88
YDR010C	0.77	0.85
YDR011W	0.58	0.82
YDR012W	1.16	1.22
YDR013W	1.04	0.77
YDR014W	0.69	0.64
YDR015C	0.58	0.68
YDR016C	0.59	0.62
YDR017C		0.59
YDR018C	0.76	0.64
YDR019C	0.87	1.16
YDR020C	0.86	0.9
YDR021W	0.85	0.87
YDR022C	0.95	0.71
YDR023W	0.97	0.99
YDR024W	0.91	1.02
YDR025W	0.8	0.73
YDR026C	0.77	0.66
YDR027C	0.58	0.82
YDR028C	0.55	0.62
YDR029W	0.77	0.61
YDR030C	0.51	0.44
YDR031W	0.68	0.71
YDR032C	0.69	0.64
YDR033W	0.67	0.72
YDR034C	0.82	0.66
YDR034W-B	1.12	0.77
YDR035W	1.76	1.6
YDR036C	1.55	1.75
YDR037W	1.71	1.62
YDR038C	0.9	0.84
YDR039C		
YDR040C	0.97	0.9
YDR041W	1.23	1.18
YDR042C	0.95	0.91
YDR043C	0.74	0.82
YDR044W	0.9	0.83
YDR045C	0.96	0.9
YDR046C	0.78	0.72
YDR047W	1.41	1.54
YDR048C	0.92	0.95
YDR049W	0.66	0.78
YDR050C	0.92	0.95
YDR051C	1.94	1.89
YDR052C	1	1.09
YDR053W	0.91	0.83
YDR054C	1	0.99
YDR055W	1.09	1.1
YDR056C	1.09	1.1
YDR057W	0.84	0.75
YDR058C	0.78	0.67
YDR059C	0.92	0.88
YDR060W	0.66	0.74
YDR061W	0.97	0.74
YDR062W	0.75	0.65
YDR063W	1.11	1.05
YDR064W	1.03	0.77
YDR065W	0.99	0.69
YDR066C	0.77	0.66
YDR067C	1.27	0.97
YDR068W	1.05	0.9
YDR069C	1.13	0.85
YDR070C	0.95	0.96
YDR071C	1.66	1.23
YDR072C	1.77	1.33
YDR073W	1.79	1.45
YDR074W	1.43	1
YDR075W	1.23	1.08
YDR076W	1.2	0.9
YDR077W	0.55	0.73
YDR078C	0.82	0.72
YDR079W	0.97	1
YDR080W		1.06
YDR081C	1.03	0.75
YDR082W	1.06	0.76
YDR083W	0.96	0.84
YDR084C	0.94	0.81
YDR085C	1.37	1.06
YDR086C	1.01	1
YDR087C	1.69	1.31
YDR088C	1.35	1.11
YDR089W	1.18	1.05
YDR090C	1.02	0.74
YDR091C	1.31	1.02
YDR092W	1.3	1.1
YDR093W	1.16	0.94
YDR094W	1.52	1.71
YDR095C	1.37	1.45
YDR096W	1.15	0.87
YDR097C	1.05	0.81
YDR098C	0.93	0.76
YDR099W	1.04	0.86
YDR100W	1.29	1.2
YDR101C	1.25	1.09
YDR102C	0.91	0.84
YDR103W	1.3	1.02
YDR104C	1.07	0.83
YDR105C	0.91	0.75
YDR106W	1.07	0.79
YDR107C	1.09	1.05
YDR108W	0.95	0.79
YDR109C	1.06	0.76
YDR110W	0.75	0.73
YDR111C	1.24	0.98
YDR112W	0.88	0.85
YDR113C	0.86	0.79
YDR114C	0.74	0.81
YDR115W	1.1	0.97
YDR116C	1.04	0.83
YDR117C	0.98	0.77
YDR118W	1.04	0.84
YDR119W	1.63	1.26
YDR120C	1.57	0.94
YDR121W	1.02	0.75
YDR122W	0.99	0.67
YDR123C	1.5	1.74
YDR124W	2.03	1.63
YDR125C	1.89	1.25
YDR126W	1.01	0.91
YDR127W		
YDR128W	0.89	0.76
YDR129C	0.88	0.8
YDR130C	0.89	0.73
YDR131C	1.48	1.04
YDR132C	1.3	1
YDR133C		1.09
YDR134C	1.17	1.34
YDR135C	1.17	1.06
YDR136C	1.19	0.93
YDR137W	1.2	0.75
YDR138W	0.92	0.76
YDR139C	0.78	0.84
YDR140W	0.79	0.67
YDR141C	0.78	0.68
YDR142C	0.51	0.64
YDR143C	0.7	0.64
YDR144C	0.78	0.81
YDR145W	0.85	0.76
YDR146C	0.92	0.61
YDR147W	0.91	0.96
YDR148C	1.34	1.09
YDR149C	1.15	0.86
YDR150W	0.79	0.78
YDR151C	1.46	1.03
YDR152W	1.08	0.9
YDR153C	1.14	0.89
YDR154C	1.17	1.09
YDR155C	1.19	1.27
YDR156W	1.24	1.4
YDR157W	0.95	1.07
YDR158W	0.85	0.77
YDR159W	0.89	0.86
YDR160W	0.67	0.68
YDR161W	0.84	0.64
YDR162C	0.7	0.71
YDR163W	0.91	1.1
YDR164C	0.86	0.96
YDR165W	1.11	1.27
YDR166C		
YDR167W	0.95	0.99
YDR168W	1.33	1.69
YDR169C	0.77	0.87
YDR170C		
YDR170W-A	1.45	1.34
YDR171W	0.78	1.08
YDR172W	0.66	0.9
YDR173C	0.68	0.78
YDR174W	0.94	0.97
YDR175C	1.19	1.2
YDR176W	0.77	0.79
YDR177W	0.6	0.64
YDR178W	0.78	0.67
YDR179C	1.29	1.31
YDR179W-A	0.92	1.02
YDR180W	0.99	1.11
YDR181C	0.72	0.76
YDR182W	1.2	1.11
YDR183W	1.17	1.11
YDR184C	1.14	1.24
YDR185C	1.53	1.13
YDR186C	0.84	1.01
YDR187C	2	2.33
YDR188W	1.87	2.18
YDR189W	0.94	0.87
YDR190C	1.11	1.22
YDR191W	1.02	1.16
YDR192C	1.08	0.88
YDR193W	0.9	0.88
YDR194C	1.38	1.43
YDR195W	1.08	1.15
YDR196C	0.84	0.99
YDR197W	1.01	0.9
YDR198C	1.16	1.13
YDR199W	0.88	0.94
YDR200C	0.99	0.9
YDR201W	0.77	0.87
YDR202C	0.88	1
YDR203W	0.74	0.83
YDR204W	0.64	0.66
YDR205W	0.73	0.71
YDR206W	1.04	1.18
YDR207C	0.89	1.03
YDR208W	0.69	0.89
YDR209C		0.98
YDR210W	1.58	1.5
YDR211W	0.94	1.14
YDR212W	0.71	0.86
YDR213W	0.74	0.72
YDR214W	1.44	1.34
YDR215C	0.87	0.82
YDR216W	0.83	0.9
YDR217C		0.64
YDR218C	0.7	0.89
YDR219C	0.66	0.93
YDR220C	0.63	0.74
YDR221W	0.76	0.69
YDR222W	1.06	1.27
YDR223W	0.79	1.08
YDR224C	0.73	0.72
YDR225W	0.73	0.68
YDR226W	1.26	1.13
YDR227W		
YDR228C	0.9	0.91
YDR229W	1.28	1.04
YDR230W	2.26	1.88
YDR231C	1.99	2.3
YDR232W	2.27	2.29
YDR233C	2.89	1.94
YDR234W	1.67	1.81
YDR235W	0.8	1.05
YDR236C	0.63	0.68
YDR237W	0.6	0.56
YDR238C	0.99	0.98
YDR239C	0.71	0.75
YDR240C	0.98	0.78
YDR241W	0.6	0.74
YDR242W	1.33	1.21
YDR243C	0.83	0.99
YDR244W	0.79	0.9
YDR245W	1.07	1.21
YDR246W	2.11	2.04
YDR247W	1.64	1.54
YDR248C		
YDR249C		1.44
YDR250C	1.02	1.26
YDR251W	0.81	1.1
YDR252W	0.82	0.82
YDR253C	0.79	0.68
YDR254W	1.06	1.14
YDR255C	0.93	1.03
YDR256C	0.84	0.81
YDR257C	0.98	0.85
YDR258C	1.06	1.01
YDR259C	0.88	0.86
YDR260C	0.89	0.95
YDR261C	0.75	0.8
YDR262W	1.19	1.04
YDR263C	0.88	0.91
YDR264C	0.72	0.65
YDR265W	0.83	0.75
YDR266C	0.93	1.17
YDR267C	0.86	0.98
YDR268W	0.91	0.97
YDR269C	0.98	0.94
YDR270W	1.04	1.12
YDR271C	0.74	0.94
YDR272W	0.67	0.74
YDR273W	0.73	1
YDR274C	1.58	1.45
YDR275W	1.45	1.64
YDR276C	0.65	0.96
YDR277C	0.99	1.23
YDR278C	1.13	1.15
YDR279W	0.97	0.96
YDR280W	1.03	0.83
YDR281C	0.95	0.79
YDR282C	1.26	1.38
YDR283C	0.81	0.87
YDR284C	0.77	0.76
YDR285W	0.68	0.79
YDR286C	1.09	1.11
YDR287W	0.91	0.89
YDR288W	0.89	1.02
YDR289C	0.68	0.8
YDR290W	1.38	1.23
YDR291W	0.85	1.01
YDR292C	0.54	0.57
YDR293C	0.78	0.76
YDR294C	1.21	0.99
YDR295C	0.92	1.05
YDR296W	1.37	1.27
YDR297W	1.39	1.32
YDR298C	1.73	1.38
YDR299W	0.89	1
YDR300C	0.96	0.79
YDR301W		
YDR302W	0.95	1.13
YDR303C	0.85	1.02
YDR304C	0.73	0.82
YDR305C	0.8	0.82
YDR306C	1.08	1.2
YDR307W	0.98	0.88
YDR308C	0.87	0.85
YDR309C	1.39	1.3
YDR310C	1.4	1.26
YDR311W	1.22	1.15
YDR312W	0.76	0.94
YDR313C	1.02	1.03
YDR314C	1.16	1.25
YDR315C	0.94	1
YDR316W	0.74	0.94
YDR317W	0.88	0.91
YDR318W	1.15	1.23
YDR319C	1.2	1.02
YDR320C	0.84	1.18
YDR321W	0.99	1
YDR322W	1.36	1.19
YDR323C	0.88	0.84
YDR324C	0.63	0.69
YDR325W	0.82	0.87
YDR326C	1.11	1.11
YDR327W	1.15	1.01
YDR328C	1.02	0.84
YDR329C	0.7	0.74
YDR330W	0.92	1.05
YDR331W	1	1.05
YDR332W	0.77	0.87
YDR333C	0.73	0.89
YDR334W	1.2	1.38
YDR335W	0.89	1.06
YDR336W	0.79	0.98
YDR337W	0.7	0.77
YDR338C	1.13	1.06
YDR339C	1.11	0.92
YDR340W	1.12	0.92
YDR341C	0.78	0.8
YDR342C	1.5	1.27
YDR343C		
YDR344C	1.27	0.95
YDR345C	0.83	0.9
YDR346C	1.16	1.12
YDR347W	0.84	0.67
YDR348C		
YDR349C	0.39	0.48
YDR350C	1.12	0.77
YDR351W	0.81	0.59
YDR352W	0.83	0.8
YDR353W	0.97	0.8
YDR354W	1.49	1.19
YDR355C	0.94	0.98
YDR356W	0.68	1.08
YDR357C	0.89	0.84
YDR358W	1.19	0.95
YDR359C	0.8	0.66
YDR360W	0.72	0.68
YDR361C		
YDR362C	0.86	0.61
YDR363W	0.64	0.62
YDR363W-A	1.06	1.19
YDR364C	0.62	0.69
YDR365C	0.58	0.58
YDR366C	0.96	1.03
YDR367W	0.93	0.83
YDR368W		
YDR369C	0.58	0.61
YDR370C	1.42	1.17
YDR371W	0.96	1
YDR372C	0.63	0.66
YDR373W	1.2	0.93
YDR374C	0.98	1
YDR375C	1.04	0.81
YDR376W	1.2	0.82
YDR377W	0.85	0.83
YDR378C	0.76	0.81
YDR379W	0.82	0.64
YDR380W	0.98	0.73
YDR381W	0.6	0.68
YDR382W	1.01	1.3
YDR383C	1.13	1.09
YDR384C	1.09	1.11
YDR385W	1.35	0.83
YDR386W	1.34	1.03
YDR387C	1.27	0.89
YDR388W	1.82	1.3
YDR389W	0.93	0.76
YDR390C	1.32	1
YDR391C	1.39	1.01
YDR392W	1.09	0.79
YDR393W	0.78	0.93
YDR394W	1.15	0.81
YDR395W	0.97	0.69
YDR396W	0.78	0.73
YDR397C	0.75	0.65
YDR398W	1.26	1.08
YDR399W	1	1
YDR400W	1.04	0.86
YDR401W	0.72	0.62
YDR402C	1.4	1.07
YDR403W	1.21	0.93
YDR404C	0.97	0.98
YDR405W	1.89	1.61
YDR406W	1.18	1.06
YDR407C	0.95	1
YDR408C	1.18	1.12
YDR409W	0.88	0.79
YDR410C	1.01	0.86
YDR411C	1.05	0.89
YDR412W	1.1	1.1
YDR413C	1.02	1.03
YDR414C	1.34	1.21
YDR415C	1	0.8
YDR416W	1.04	0.87
YDR417C	0.95	0.96
YDR418W	1.12	1.1
YDR419W	1.07	0.95
YDR420W	0.76	0.9
YDR421W	0.92	0.72
YDR422C	1.06	1
YDR423C	0.92	0.77
YDR424C	0.87	0.95
YDR425W	0.77	0.61
YDR426C	0.76	0.92
YDR427W	0.73	0.78
YDR428C	1.17	0.94
YDR429C	1.15	1.16
YDR430C	1.1	1.01
YDR431W	0.78	0.78
YDR432W	1.52	1.2
YDR433W	0.85	1.03
YDR434W	1.86	1.38
YDR435C	0.91	0.82
YDR436W	1.53	1.23
YDR437W	0.91	0.81
YDR438W	1.23	0.9
YDR439W	0.77	0.7
YDR440W	0.76	0.81
YDR441C	0.97	0.98
YDR442W	0.91	1
YDR443C	0.82	0.78
YDR444W	0.96	0.95
YDR445C	0.68	0.81
YDR446W	0.87	1.01
YDR447C	1.03	0.95
YDR448W	1.05	0.96
YDR449C	1.59	1.05
YDR450W	1.41	1.37
YDR451C	0.84	0.72
YDR452W	0.82	0.9
YDR453C	0.94	0.88
YDR454C	1.3	1.08
YDR455C	1.24	1.07
YDR456W	0.8	0.75
YDR457W	0.77	0.76
YDR458C	0.81	0.99
YDR459C	0.79	0.85
YDR460W	0.9	0.91
YDR461W	0.64	0.7
YDR462W	0.96	1.08
YDR463W	0.73	0.73
YDR464W	0.54	0.69
YDR465C	0.8	0.72
YDR466W	1.05	1.01
YDR467C	0.83	0.7
YDR468C	0.82	0.63
YDR469W	0.79	0.9
YDR470C	0.97	0.87
YDR471W	1.09	0.79
YDR472W	0.8	
YDR473C	0.94	0.85
YDR474C	1.06	1.04
YDR475C	1.19	1.26
YDR476C	2.24	2.35
YDR477W	0.64	0.78
YDR478W	0.89	0.92
YDR479C	0.99	0.9
YDR480W	0.76	0.96
YDR481C		0.86
YDR482C	1.43	1.31
YDR483W	1.41	1.36
YDR484W	0.75	0.83
YDR485C	0.7	0.83
YDR486C	0.95	1.02
YDR487C	1.25	0.95
YDR488C	2.19	1.76
YDR489W	1.24	1.05
YDR490C	0.96	1.02
YDR491C	1.01	0.94
YDR492W	0.87	0.98
YDR493W	0.71	0.75
YDR494W	0.79	0.93
YDR495C	0.85	0.81
YDR496C	0.83	0.95
YDR497C	0.49	0.62
YDR498C	0.97	0.9
YDR499W	0.82	0.86
YDR500C	0.84	0.93
YDR501W	0.81	0.9
YDR502C	1.32	1.32
YDR503C	1.23	0.9
YDR504C	0.93	0.96
YDR505C	0.9	0.88
YDR506C	0.82	0.99
YDR507C	0.99	0.98
YDR508C	0.77	0.83
YDR509W	0.63	0.83
YDR510W	1.06	1.1
YDR511W	0.92	0.84
YDR512C	0.86	0.81
YDR513W	0.86	0.73
YDR514C	0.92	0.89
YDR515W	0.78	0.72
YDR516C	1.24	1.36
YDR517W	1.58	1.56
YDR518W	1.14	1
YDR519W	0.85	0.65
YDR520C	0.79	0.77
YDR521W	0.69	0.66
YDR522C	0.79	0.97
YDR523C	0.68	0.73
YDR524C	0.83	0.99
YDR525W	1.57	1.5
YDR525W-A	1.62	1.29
YDR526C	0.9	1.08
YDR527W	0.86	0.87
YDR528W	0.76	0.77
YDR529C	0.64	0.64
YDR530C	0.9	0.81
YDR531W	0.87	0.77
YDR532C	0.82	0.74
YDR533C	0.7	0.77
YDR534C	1.35	1.42
YDR535C	1.85	1.29
YDR536W	1.29	0.82
YDR537C	0.89	0.58
YDR538W	0.55	0.63
YDR539W	0.56	0.62
YDR540C	0.44	0.5
YDR541C	0.47	0.5
YDR542W	0.93	0.97
YDR543C	0.67	0.83
YDR544C	1.11	1.13
YDR545W		
YDRCdelta9	1.51	1.33
YDRCTy1-2A	1.59	1.26
YDRCTy1-2B	1.76	1.32
YDRCTy1-2C	1.3	0.83
YDRCTy1-2D	1.75	1.17
YDRWdelta10	0.96	1.11
YDRWdelta12	1.63	1.09
YDRWdelta23	1.7	1.48
YDRWdelta30	1.3	1.2
YDRWdelta31	0.82	0.81
YDRWdelta7	1.14	1.04
YDRWsigma4	0.82	1
YEL001C	1.03	1.19
YEL002C	1.08	1.01
YEL003W	0.8	0.86
YEL004W	0.86	0.78
YEL005C	1.03	1
YEL006W		
YEL007W		
YEL008W		0.8
YEL009C	0.78	0.83
YEL010W	0.73	0.74
YEL011W	0.98	0.7
YEL012W	0.97	0.71
YEL013W	1.08	0.96
YEL014C	0.56	0.73
YEL015W	0.64	0.62
YEL016C	1.22	0.64
YEL017C-A	1.34	1.36
YEL017W	0.97	1.01
YEL018W	1.03	0.98
YEL019C	0.85	0.79
YEL020C	1.18	1.06
YEL021W	0.8	0.96
